CLOSE_DEF_PERSON_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,PLAYER_POSITION,AGE,GP,G,FREQ,FGM_GT_15,FGA_GT_15,GT_15_PCT,NS_GT_15_PCT,PLUSMINUS
202684,Tristan Thompson,1610612739,CLE,C,26.0,18,18,0.489,50,137,0.365,0.386,-0.021
202681,Kyrie Irving,1610612739,CLE,G,25.0,18,18,0.644,45,125,0.36,0.397,-0.037
203110,Draymond Green,1610612744,GSW,F,27.0,17,17,0.413,44,123,0.358,0.382,-0.025
201143,Al Horford,1610612738,BOS,C,31.0,18,18,0.423,45,112,0.402,0.389,0.013
203078,Bradley Beal,1610612764,WAS,G,24.0,13,13,0.618,34,105,0.324,0.374,-0.05
200746,LaMarcus Aldridge,1610612759,SAS,F,31.0,16,16,0.477,49,104,0.471,0.371,0.1
2544,LeBron James,1610612739,CLE,F,32.0,18,18,0.472,41,103,0.398,0.394,0.004
202691,Klay Thompson,1610612744,GSW,G,27.0,17,17,0.471,23,97,0.237,0.391,-0.154
203109,Jae Crowder,1610612738,BOS,F,26.0,18,18,0.495,37,96,0.385,0.376,0.01
201567,Kevin Love,1610612739,CLE,F,28.0,18,18,0.367,40,94,0.426,0.396,0.03
201142,Kevin Durant,1610612744,GSW,F,28.0,15,15,0.463,35,93,0.376,0.372,0.004
203935,Marcus Smart,1610612738,BOS,G,23.0,18,18,0.545,34,91,0.374,0.38,-0.006
2747,JR Smith,1610612739,CLE,G,31.0,18,18,0.604,37,90,0.411,0.394,0.017
202340,Avery Bradley,1610612738,BOS,G,26.0,18,18,0.512,34,88,0.386,0.388,-0.002
201980,Danny Green,1610612759,SAS,G-F,30.0,16,16,0.562,36,86,0.419,0.379,0.039
201939,Stephen Curry,1610612744,GSW,G,29.0,17,17,0.619,32,83,0.386,0.385,0.001
2738,Andre Iguodala,1610612744,GSW,G-F,33.0,16,16,0.607,32,82,0.39,0.38,0.01
201988,Patty Mills,1610612759,SAS,G,28.0,16,16,0.596,30,81,0.37,0.381,-0.011
202322,John Wall,1610612764,WAS,G,26.0,13,13,0.594,27,76,0.355,0.377,-0.021
204060,Joe Ingles,1610612762,UTA,F,29.0,11,11,0.682,22,75,0.293,0.414,-0.12
202693,Markieff Morris,1610612764,WAS,F,27.0,13,13,0.423,30,74,0.405,0.373,0.032
201935,James Harden,1610612745,HOU,G,27.0,11,11,0.484,20,74,0.27,0.349,-0.079
201569,Eric Gordon,1610612745,HOU,G,28.0,11,11,0.67,26,71,0.366,0.369,-0.002
202738,Isaiah Thomas,1610612738,BOS,G,28.0,15,15,0.473,21,71,0.296,0.372,-0.076
101150,Lou Williams,1610612745,HOU,G,30.0,11,11,0.699,26,65,0.4,0.364,0.036
2772,Trevor Ariza,1610612745,HOU,F,32.0,11,11,0.563,27,63,0.429,0.388,0.041
203490,Otto Porter Jr.,1610612764,WAS,F,24.0,13,13,0.512,23,63,0.365,0.37,-0.005
2207,Joe Johnson,1610612762,UTA,F-G,36.0,11,11,0.574,27,62,0.435,0.392,0.043
202695,Kawhi Leonard,1610612759,SAS,F,26.0,12,12,0.526,20,61,0.328,0.364,-0.036
101162,Marcin Gortat,1610612764,WAS,C,33.0,13,13,0.343,27,61,0.443,0.383,0.059
201588,George Hill,1610612762,UTA,G,31.0,8,8,0.587,24,61,0.393,0.42,-0.026
201942,DeMar DeRozan,1610612761,TOR,G,27.0,10,10,0.789,20,60,0.333,0.397,-0.064
203482,Kelly Olynyk,1610612738,BOS,C-F,26.0,18,17,0.385,26,60,0.433,0.38,0.054
203501,Tim Hardaway Jr.,1610612737,ATL,G,25.0,6,6,0.702,27,59,0.458,0.408,0.05
200782,P.J. Tucker,1610612761,TOR,F,32.0,10,10,0.586,24,58,0.414,0.374,0.04
