PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
2544,LeBron James,1610612739,CLE,31.0,21,21,0.55,151,220,0.686,0.686,0.55,151,220,0.686,0.0,0,0,
201566,Russell Westbrook,1610612760,OKC,27.0,18,18,0.387,72,145,0.497,0.497,0.387,72,145,0.497,0.0,0,0,
203110,Draymond Green,1610612744,GSW,26.0,23,23,0.506,70,130,0.538,0.538,0.506,70,130,0.538,0.0,0,0,
202681,Kyrie Irving,1610612739,CLE,24.0,21,21,0.319,75,128,0.586,0.586,0.319,75,128,0.586,0.0,0,0,
201142,Kevin Durant,1610612760,OKC,27.0,18,18,0.278,63,110,0.573,0.573,0.278,63,110,0.573,0.0,0,0,
202691,Klay Thompson,1610612744,GSW,26.0,24,24,0.252,71,108,0.657,0.657,0.252,71,108,0.657,0.0,0,0,
2548,Dwyane Wade,1610612748,MIA,34.0,14,14,0.42,55,103,0.534,0.534,0.42,55,103,0.534,0.0,0,0,
201942,DeMar DeRozan,1610612761,TOR,26.0,20,20,0.268,52,99,0.525,0.525,0.268,52,99,0.525,0.0,0,0,
200768,Kyle Lowry,1610612761,TOR,30.0,20,20,0.31,55,96,0.573,0.573,0.31,55,96,0.573,0.0,0,0,
203500,Steven Adams,1610612760,OKC,22.0,18,17,0.979,68,94,0.723,0.723,0.979,68,94,0.723,0.0,0,0,
202685,Jonas Valančiūnas,1610612761,TOR,24.0,12,12,0.796,55,90,0.611,0.611,0.796,55,90,0.611,0.0,0,0,
201609,Goran Dragic,1610612748,MIA,30.0,14,14,0.447,48,88,0.545,0.545,0.447,48,88,0.545,0.0,0,0,
201939,Stephen Curry,1610612744,GSW,28.0,18,16,0.235,45,76,0.592,0.592,0.235,45,76,0.592,0.0,0,0,
202684,Tristan Thompson,1610612739,CLE,25.0,21,19,0.949,47,74,0.635,0.635,0.949,47,74,0.635,0.0,0,0,
200794,Paul Millsap,1610612737,ATL,31.0,10,10,0.578,44,74,0.595,0.595,0.578,44,74,0.595,0.0,0,0,
202683,Enes Freedom,1610612760,OKC,24.0,18,17,0.667,53,72,0.736,0.736,0.667,53,72,0.736,0.0,0,0,
200746,LaMarcus Aldridge,1610612759,SAS,30.0,10,10,0.428,39,71,0.549,0.549,0.428,39,71,0.549,0.0,0,0,
201567,Kevin Love,1610612739,CLE,27.0,20,18,0.313,29,70,0.414,0.414,0.313,29,70,0.414,0.0,0,0,
