PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
203507,Giannis Antetokounmpo,1610612749,MIL,24.0,72,72,0.704,8.49,12.21,0.695,0.695,0.704,8.49,12.21,0.695,0.0,0.0,0.0,
203083,Andre Drummond,1610612765,DET,25.0,79,79,0.911,6.81,12.11,0.562,0.562,0.911,6.81,12.11,0.562,0.0,0.0,0.0,
203991,Clint Capela,1610612745,HOU,25.0,67,67,0.995,7.06,10.85,0.651,0.651,0.995,7.06,10.85,0.651,0.0,0.0,0.0,
203944,Julius Randle,1610612740,NOP,24.0,73,73,0.728,6.37,10.85,0.587,0.587,0.728,6.37,10.85,0.587,0.0,0.0,0.0,
1627732,Ben Simmons,1610612755,PHI,22.0,78,78,0.89,6.55,10.83,0.605,0.605,0.89,6.55,10.83,0.605,0.0,0.0,0.0,
203076,Anthony Davis,1610612740,NOP,26.0,56,56,0.582,6.7,10.66,0.628,0.628,0.582,6.7,10.66,0.628,0.0,0.0,0.0,
1626157,Karl-Anthony Towns,1610612750,MIN,23.0,77,77,0.592,6.06,10.12,0.599,0.599,0.592,6.06,10.12,0.599,0.0,0.0,0.0,
1628381,John Collins,1610612737,ATL,21.0,61,61,0.736,6.41,10.03,0.639,0.639,0.736,6.41,10.03,0.639,0.0,0.0,0.0,
203954,Joel Embiid,1610612755,PHI,25.0,63,63,0.533,6.06,9.97,0.608,0.608,0.533,6.06,9.97,0.608,0.0,0.0,0.0,
2544,LeBron James,1610612747,LAL,34.0,55,55,0.493,6.38,9.82,0.65,0.65,0.493,6.38,9.82,0.65,0.0,0.0,0.0,
1626149,Montrezl Harrell,1610612746,LAC,25.0,82,82,0.904,6.33,9.79,0.646,0.646,0.904,6.33,9.79,0.646,0.0,0.0,0.0,
202696,Nikola Vučević,1610612753,ORL,28.0,78,78,0.579,5.91,9.77,0.605,0.605,0.579,5.91,9.77,0.605,0.0,0.0,0.0,
201935,James Harden,1610612745,HOU,29.0,78,78,0.391,5.23,9.56,0.547,0.547,0.391,5.23,9.56,0.547,0.0,0.0,0.0,
1627215,Walt Lemon Jr.,1610612741,CHI,26.0,6,6,0.671,4.67,9.5,0.491,0.491,0.671,4.67,9.5,0.491,0.0,0.0,0.0,
201933,Blake Griffin,1610612765,DET,30.0,75,75,0.526,5.33,9.41,0.567,0.567,0.526,5.33,9.41,0.567,0.0,0.0,0.0,
203994,Jusuf Nurkić,1610612757,POR,24.0,72,72,0.817,5.17,9.38,0.551,0.551,0.817,5.17,9.38,0.551,0.0,0.0,0.0,
203500,Steven Adams,1610612760,OKC,25.0,79,79,0.922,5.63,9.28,0.607,0.607,0.922,5.63,9.28,0.607,0.0,0.0,0.0,
203999,Nikola Jokić,1610612743,DEN,24.0,80,79,0.614,5.6,9.26,0.605,0.605,0.614,5.6,9.26,0.605,0.0,0.0,0.0,
203897,Zach LaVine,1610612741,CHI,24.0,62,62,0.511,5.16,9.18,0.562,0.562,0.511,5.16,9.18,0.562,0.0,0.0,0.0,
1628378,Donovan Mitchell,1610612762,UTA,22.0,76,76,0.456,4.34,8.96,0.485,0.485,0.456,4.34,8.96,0.485,0.0,0.0,0.0,
202683,Enes Freedom,1610612757,POR,27.0,67,67,0.864,5.15,8.72,0.591,0.591,0.864,5.15,8.72,0.591,0.0,0.0,0.0,
201950,Jrue Holiday,1610612740,NOP,29.0,67,67,0.5,5.06,8.64,0.585,0.585,0.5,5.06,8.64,0.585,0.0,0.0,0.0,
203497,Rudy Gobert,1610612762,UTA,27.0,80,80,0.986,5.88,8.63,0.681,0.681,0.986,5.88,8.63,0.681,0.0,0.0,0.0,
201566,Russell Westbrook,1610612760,OKC,30.0,72,71,0.423,4.97,8.51,0.584,0.584,0.423,4.97,8.51,0.584,0.0,0.0,0.0,
202685,Jonas Valančiūnas,1610612763,MEM,27.0,49,49,0.775,5.22,8.49,0.615,0.615,0.775,5.22,8.49,0.615,0.0,0.0,0.0,
1629028,Deandre Ayton,1610612756,PHX,20.0,71,71,0.676,5.63,8.28,0.68,0.68,0.676,5.63,8.28,0.68,0.0,0.0,0.0,
1627783,Pascal Siakam,1610612761,TOR,25.0,80,80,0.698,5.14,8.23,0.625,0.625,0.698,5.14,8.23,0.625,0.0,0.0,0.0,
202355,Hassan Whiteside,1610612748,MIA,30.0,72,72,0.86,4.97,8.13,0.612,0.612,0.86,4.97,8.13,0.612,0.0,0.0,0.0,
202684,Tristan Thompson,1610612739,CLE,28.0,43,42,0.93,4.35,8.05,0.54,0.54,0.93,4.35,8.05,0.54,0.0,0.0,0.0,
202326,DeMarcus Cousins,1610612744,GSW,28.0,30,30,0.664,4.6,8.03,0.573,0.573,0.664,4.6,8.03,0.573,0.0,0.0,0.0,
201152,Thaddeus Young,1610612754,IND,31.0,81,81,0.757,4.68,7.86,0.595,0.595,0.757,4.68,7.86,0.595,0.0,0.0,0.0,
1626161,Willie Cauley-Stein,1610612758,SAC,25.0,81,80,0.858,4.63,7.85,0.59,0.59,0.858,4.63,7.85,0.59,0.0,0.0,0.0,
200746,LaMarcus Aldridge,1610612759,SAS,33.0,81,81,0.481,4.86,7.84,0.62,0.62,0.481,4.86,7.84,0.62,0.0,0.0,0.0,
202322,John Wall,1610612764,WAS,28.0,32,31,0.447,4.41,7.72,0.571,0.571,0.447,4.41,7.72,0.571,0.0,0.0,0.0,
1628963,Marvin Bagley III,1610612758,SAC,20.0,62,62,0.67,4.34,7.61,0.57,0.57,0.67,4.34,7.61,0.57,0.0,0.0,0.0,
201580,JaVale McGee,1610612747,LAL,31.0,75,75,0.89,5.04,7.57,0.665,0.665,0.89,5.04,7.57,0.665,0.0,0.0,0.0,
203960,JaKarr Sampson,1610612741,CHI,26.0,4,4,0.566,4.5,7.5,0.6,0.6,0.566,4.5,7.5,0.6,0.0,0.0,0.0,
1628398,Kyle Kuzma,1610612747,LAL,23.0,70,70,0.479,4.43,7.44,0.595,0.595,0.479,4.43,7.44,0.595,0.0,0.0,0.0,
201942,DeMar DeRozan,1610612759,SAS,29.0,77,77,0.431,4.22,7.35,0.574,0.574,0.431,4.22,7.35,0.574,0.0,0.0,0.0,
1627734,Domantas Sabonis,1610612754,IND,23.0,74,74,0.768,4.72,7.28,0.647,0.647,0.768,4.72,7.28,0.647,0.0,0.0,0.0,
203078,Bradley Beal,1610612764,WAS,26.0,81,81,0.366,4.48,7.05,0.636,0.636,0.366,4.48,7.05,0.636,0.0,0.0,0.0,
202689,Kemba Walker,1610612766,CHA,29.0,82,82,0.342,3.57,7.02,0.509,0.509,0.342,3.57,7.02,0.509,0.0,0.0,0.0,
1628991,Jaren Jackson Jr.,1610612763,MEM,19.0,58,58,0.683,4.0,6.95,0.576,0.576,0.683,4.0,6.95,0.576,0.0,0.0,0.0,
203901,Elfrid Payton,1610612740,NOP,25.0,42,42,0.708,3.31,6.93,0.478,0.478,0.708,3.31,6.93,0.478,0.0,0.0,0.0,
