PLAYER_ID,PLAYER_NAME,PLAYER_LAST_TEAM_ID,PLAYER_LAST_TEAM_ABBREVIATION,AGE,GP,G,FGA_FREQUENCY,FGM,FGA,FG_PCT,EFG_PCT,FG2A_FREQUENCY,FG2M,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3M,FG3A,FG3_PCT
203507,Giannis Antetokounmpo,1610612749,MIL,30.0,5,5,0.707,10.2,14.0,0.729,0.729,0.707,10.2,14.0,0.729,0.0,0.0,0.0,
1630578,Alperen Sengun,1610612745,HOU,22.0,7,7,0.656,6.43,12.29,0.523,0.523,0.656,6.43,12.29,0.523,0.0,0.0,0.0,
1627826,Ivica Zubac,1610612746,LAC,28.0,7,7,0.915,7.14,10.71,0.667,0.667,0.915,7.14,10.71,0.667,0.0,0.0,0.0,
1630595,Cade Cunningham,1610612765,DET,23.0,6,6,0.496,5.0,10.67,0.469,0.469,0.496,5.0,10.67,0.469,0.0,0.0,0.0,
1630532,Franz Wagner,1610612753,ORL,23.0,5,5,0.461,6.0,10.6,0.566,0.566,0.461,6.0,10.6,0.566,0.0,0.0,0.0,
203999,Nikola Jokić,1610612743,DEN,30.0,14,14,0.515,5.79,9.86,0.587,0.587,0.515,5.79,9.86,0.587,0.0,0.0,0.0,
1628378,Donovan Mitchell,1610612739,CLE,28.0,9,9,0.454,5.56,9.78,0.568,0.568,0.454,5.56,9.78,0.568,0.0,0.0,0.0,
1631094,Paolo Banchero,1610612753,ORL,22.0,5,5,0.379,4.6,9.4,0.489,0.489,0.379,4.6,9.4,0.489,0.0,0.0,0.0,
1626157,Karl-Anthony Towns,1610612752,NYK,29.0,18,18,0.586,5.22,9.28,0.563,0.563,0.586,5.22,9.28,0.563,0.0,0.0,0.0,
1641708,Amen Thompson,1610612745,HOU,22.0,7,7,0.706,4.71,8.57,0.55,0.55,0.706,4.71,8.57,0.55,0.0,0.0,0.0,
1630162,Anthony Edwards,1610612750,MIN,23.0,15,15,0.43,4.87,8.53,0.57,0.57,0.43,4.87,8.53,0.57,0.0,0.0,0.0,
1628973,Jalen Brunson,1610612752,NYK,28.0,18,18,0.379,4.44,8.28,0.537,0.537,0.379,4.44,8.28,0.537,0.0,0.0,0.0,
1628991,Jaren Jackson Jr.,1610612763,MEM,25.0,4,4,0.552,3.0,8.0,0.375,0.375,0.552,3.0,8.0,0.375,0.0,0.0,0.0,
1628983,Shai Gilgeous-Alexander,1610612760,OKC,26.0,17,17,0.359,4.53,7.94,0.57,0.57,0.359,4.53,7.94,0.57,0.0,0.0,0.0,
