SEASON_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,PLAY_TYPE,TYPE_GROUPING,PERCENTILE,GP,POSS_PCT,PPP,FG_PCT,FT_POSS_PCT,TOV_POSS_PCT,SF_POSS_PCT,PLUSONE_POSS_PCT,SCORE_POSS_PCT,EFG_PCT,POSS,PTS,FGM,FGA,FGMX
22024,1628401,Derrick White,1610612738,BOS,Boston Celtics,Spotup,Offensive,0.922,76,0.352,1.262,0.443,0.029,0.025,0.029,0.0,0.446,0.633,408,515,171,386,215
22024,1628991,Jaren Jackson Jr.,1610612763,MEM,Memphis Grizzlies,Spotup,Offensive,0.648,74,0.295,1.091,0.453,0.099,0.051,0.082,0.018,0.466,0.55,453,494,178,393,215
22024,1628384,OG Anunoby,1610612752,NYK,New York Knicks,Spotup,Offensive,0.474,74,0.344,1.021,0.385,0.054,0.057,0.05,0.007,0.392,0.522,423,432,146,379,233
22024,1626220,Royce O'Neale,1610612756,PHX,Phoenix Suns,Spotup,Offensive,0.741,75,0.576,1.142,0.401,0.011,0.035,0.008,0.003,0.391,0.588,373,426,143,357,214
22024,1630183,Jaden McDaniels,1610612750,MIN,Minnesota Timberwolves,Spotup,Offensive,0.347,82,0.451,0.964,0.399,0.038,0.077,0.036,0.011,0.382,0.506,442,426,158,396,238
22024,1630202,Payton Pritchard,1610612738,BOS,Boston Celtics,Spotup,Offensive,0.896,80,0.331,1.245,0.446,0.021,0.034,0.021,0.012,0.436,0.639,326,406,139,312,173
22024,1628415,Dillon Brooks,1610612745,HOU,Houston Rockets,Spotup,Offensive,0.37,75,0.405,0.976,0.354,0.031,0.036,0.031,0.007,0.357,0.491,415,405,138,390,252
22024,1627736,Malik Beasley,1610612765,DET,Detroit Pistons,Spotup,Offensive,0.92,82,0.262,1.259,0.454,0.016,0.016,0.016,0.0,0.453,0.639,316,398,139,306,167
22024,1626145,Tyus Jones,1610612756,PHX,Phoenix Suns,Spotup,Offensive,0.788,81,0.418,1.164,0.411,0.033,0.036,0.03,0.009,0.411,0.584,336,391,130,316,186
22024,1631099,Keegan Murray,1610612758,SAC,Sacramento Kings,Spotup,Offensive,0.544,76,0.409,1.043,0.397,0.021,0.046,0.021,0.005,0.389,0.54,373,389,139,350,211
22024,1630577,Julian Champagnie,1610612759,SAS,San Antonio Spurs,Spotup,Offensive,0.534,82,0.475,1.041,0.358,0.038,0.046,0.038,0.008,0.361,0.516,366,381,121,338,217
22024,1629652,Luguentz Dort,1610612760,OKC,Oklahoma City Thunder,Spotup,Offensive,0.762,71,0.498,1.152,0.422,0.009,0.058,0.006,0.0,0.4,0.61,330,380,130,308,178
22024,1641739,Toumani Camara,1610612757,POR,Portland Trail Blazers,Spotup,Offensive,0.479,78,0.421,1.022,0.408,0.032,0.078,0.03,0.008,0.388,0.547,371,379,136,333,197
22024,1629675,Naz Reid,1610612750,MIN,Minnesota Timberwolves,Spotup,Offensive,0.554,80,0.329,1.05,0.407,0.047,0.05,0.045,0.014,0.404,0.54,359,377,134,329,195
22024,201142,Kevin Durant,1610612756,PHX,Phoenix Suns,Spotup,Offensive,0.917,62,0.201,1.258,0.496,0.034,0.054,0.034,0.017,0.478,0.65,295,371,136,274,138
22024,1630559,Austin Reaves,1610612747,LAL,Los Angeles Lakers,Spotup,Offensive,0.961,73,0.204,1.324,0.474,0.097,0.025,0.09,0.025,0.5,0.643,278,368,119,251,132
22024,1628969,Mikal Bridges,1610612752,NYK,New York Knicks,Spotup,Offensive,0.521,82,0.257,1.034,0.392,0.023,0.037,0.02,0.009,0.386,0.529,350,362,130,332,202
22024,1642377,Jaylen Wells,1610612763,MEM,Memphis Grizzlies,Spotup,Offensive,0.378,79,0.46,0.978,0.372,0.054,0.068,0.046,0.011,0.369,0.502,369,361,122,328,206
22024,1628960,Grayson Allen,1610612756,PHX,Phoenix Suns,Spotup,Offensive,0.912,64,0.466,1.252,0.461,0.07,0.049,0.063,0.014,0.469,0.643,286,358,118,256,138
22024,1626157,Karl-Anthony Towns,1610612752,NYK,New York Knicks,Spotup,Offensive,0.909,72,0.177,1.251,0.502,0.125,0.079,0.125,0.025,0.505,0.646,279,349,115,229,114
22024,1629008,Michael Porter Jr.,1610612743,DEN,Denver Nuggets,Spotup,Offensive,0.94,77,0.215,1.289,0.48,0.064,0.03,0.064,0.011,0.492,0.645,266,343,117,244,127
22024,1629632,Coby White,1610612741,CHI,Chicago Bulls,Spotup,Offensive,0.566,74,0.228,1.056,0.41,0.049,0.052,0.046,0.012,0.407,0.541,324,342,121,295,174
22024,1630170,Devin Vassell,1610612759,SAS,San Antonio Spurs,Spotup,Offensive,0.609,64,0.305,1.074,0.403,0.035,0.038,0.035,0.013,0.401,0.541,312,335,118,293,175
22024,1626181,Norman Powell,1610612746,LAC,LA Clippers,Spotup,Offensive,0.852,60,0.235,1.207,0.48,0.087,0.036,0.076,0.011,0.502,0.607,275,332,117,244,127
22024,1630530,Trey Murphy III,1610612740,NOP,New Orleans Pelicans,Spotup,Offensive,0.915,53,0.252,1.256,0.483,0.084,0.034,0.073,0.027,0.496,0.62,262,329,115,238,123
22024,1630583,Santi Aldama,1610612763,MEM,Memphis Grizzlies,Spotup,Offensive,0.497,65,0.421,1.025,0.396,0.06,0.06,0.06,0.016,0.396,0.53,318,326,113,285,172
22024,1630592,Jalen Wilson,1610612751,BKN,Brooklyn Nets,Spotup,Offensive,0.42,79,0.413,0.994,0.358,0.044,0.044,0.044,0.009,0.362,0.503,318,316,105,293,188
22024,1630230,Naji Marshall,1610612742,DAL,Dallas Mavericks,Spotup,Offensive,0.376,69,0.357,0.978,0.425,0.05,0.072,0.05,0.013,0.416,0.511,320,313,121,285,164
22024,1628404,Josh Hart,1610612752,NYK,New York Knicks,Spotup,Offensive,0.434,77,0.303,1.0,0.405,0.052,0.052,0.049,0.013,0.404,0.516,307,307,113,279,166
