SEASON_YEAR,PLAYER_ID,PLAYER_NAME,NICKNAME,TEAM_ID,TEAM_ABBREVIATION,TEAM_NAME,GAME_ID,GAME_DATE,MATCHUP,WL,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK,AVAILABLE_FLAG,MIN_SEC
2021-22,1629673,Jordan Poole,Jordan,1610612744,GSW,Golden State Warriors,0042100406,2022-06-16T00:00:00,GSW @ BOS,W,17.781666666666666,4.0,12.1,0.0,8.1,4.0,10.1,4.0,28.3,0.0,4.0,6.1,2.0,43.7,1,1,1,1,1135,381,28,608,525,394,1175,574,1136,543,1857,1607,955,313,1,17:47
2021-22,1627780,Gary Payton II,Gary,1610612744,GSW,Golden State Warriors,0042100406,2022-06-16T00:00:00,GSW @ BOS,W,19.766666666666666,3.6,3.6,7.3,7.3,16.4,7.3,0.0,25.5,1.8,0.0,9.1,3.6,43.0,1,1,1,1,1072,422,354,62,581,1388,838,1,1322,234,1,1780,598,337,1,19:46
2021-22,1628369,Jayson Tatum,Jayson,1610612738,BOS,Boston Celtics,0042100406,2022-06-16T00:00:00,BOS vs. GSW,L,40.21,2.7,0.0,1.8,5.4,12.5,17.0,8.1,19.7,0.9,2.7,2.7,0.0,30.5,1,931,931,931,170,545,683,556,802,1104,1618,1016,1581,490,1778,936,1250,858,1,40:13
2021-22,1630202,Payton Pritchard,Payton,1610612738,BOS,Boston Celtics,0042100406,2022-06-16T00:00:00,BOS vs. GSW,L,7.95,0.0,0.0,0.0,0.0,18.1,22.6,18.1,54.3,0.0,0.0,0.0,0.0,7.7,1,931,931,931,1498,775,683,608,1223,1503,1748,1711,110,543,1,1,1250,1689,1,7:57
2021-22,1628436,Luke Kornet,Luke,1610612738,BOS,Boston Celtics,0042100406,2022-06-16T00:00:00,BOS vs. GSW,L,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,1,931,931,931,1844,775,683,608,1223,1,1,1,1761,543,1,1,1250,1704,1,1:03
2021-22,1628401,Derrick White,Derrick,1610612738,BOS,Boston Celtics,0042100406,2022-06-16T00:00:00,BOS vs. GSW,L,16.451666666666668,4.4,0.0,4.4,4.4,13.1,17.5,13.1,30.6,0.0,2.2,2.2,0.0,11.4,1,931,931,931,1181,342,683,224,926,1159,1640,1477,967,543,1717,776,1250,1636,1,16:27
2021-22,203952,Andrew Wiggins,Andrew,1610612744,GSW,Golden State Warriors,0042100406,2022-06-16T00:00:00,GSW @ BOS,W,43.681666666666665,1.6,4.1,3.3,4.9,22.3,9.1,9.9,31.3,2.5,0.8,0.0,1.6,41.8,1,1,1,1,48,739,312,324,858,1673,1077,1213,919,152,1320,1,1040,371,1,43:41
2021-22,203935,Marcus Smart,Marcus,1610612738,BOS,Boston Celtics,0042100406,2022-06-16T00:00:00,BOS vs. GSW,L,38.483333333333334,1.9,3.7,2.8,5.6,16.8,12.2,10.3,24.3,0.0,0.9,4.7,2.8,30.6,1,931,931,931,252,693,340,382,770,1416,1341,1244,1390,543,1393,1402,758,854,1,38:29
2021-22,201143,Al Horford,Al,1610612738,BOS,Boston Celtics,0042100406,2022-06-16T00:00:00,BOS vs. GSW,L,39.215,7.3,0.0,0.0,3.7,14.7,17.4,8.3,22.0,0.9,0.9,0.9,4.6,41.1,1,931,931,931,218,119,683,608,992,1273,1637,1045,1491,476,1379,490,448,405,1,39:13
2021-22,1630174,Aaron Nesmith,Aaron,1610612738,BOS,Boston Celtics,0042100406,2022-06-16T00:00:00,BOS vs. GSW,L,1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.3,0.0,0.0,1,931,931,931,1844,775,683,608,1223,1,1,1,1761,543,1,1887,1250,1751,1,1:03
